  46 P. PRIMAVERA   33.37   206.19    931.93   774.03     5.74     -       -        -0.83     0.63      -    58.03   358.55
  47 A.A. LAYDNER   65.21  2063.93     19.79    31.63     0.00     -       -        -0.03     0.09      -    64.83  2052.03
  48 PIRAJU           -        -       32.29    29.91     2.38     -       -         0.00     0.00      -      -        -  
  49 CHAVANTES      83.46  2538.14     47.01    53.78   118.38     -       -        -0.08     0.05      -    79.35  2413.01
  50 L.N. GARCEZ      -        -      182.67    48.01   134.58     -       -         0.01     0.08      -      -        -  
  51 CANOAS II        -        -      183.22    45.32   137.88     -       -         0.01     0.01      -      -        -  
  52 CANOAS I         -        -      184.85    31.15   153.68     -       -         0.00     0.02      -      -        -  
  57 MAUA           65.59   435.53     60.83    28.06   249.06     -       -        -0.06     0.07      -    33.01   219.22
  61 CAPIVARA       81.28  4652.51    498.01   119.64  1211.94     -       -        -0.11     0.23      -    66.72  3818.81
  62 TAQUARUCU      60.52    83.59   1305.10   210.85  1082.63     -       -        -0.02     0.03      -    68.92    95.20
  63 ROSANA         99.97   407.43   1268.87   204.20  1087.82     -       -        -0.10     0.16      -    94.27   384.21
  66 ITAIPU         89.34  1526.62   1099.01  1088.44     0.26     -       -        -1.50     0.98      -    89.98  1537.45
  71 STA CLARA PR   93.01   243.69     27.82    12.63    33.78     -       -        -0.01     0.03      -    85.91   225.07
  72 FUNDAO           -        -       47.58    11.99    35.59     -       -         0.00     0.00      -      -        -  
  73 JORDAO         93.03    23.26     52.49     -       40.74    10.16    -         0.00     0.00      -    99.38    24.84
  74 G.B. MUNHOZ    91.18  3469.54    137.03    50.15   244.70     -       -        -0.09     0.54      -    87.02  3311.26
  76 SEGREDO        96.92   376.05    329.82    62.63   255.89     -       -        -0.04     0.01      -    99.84   387.38
  77 SLT.SANTIAGO   99.84  4106.47    383.41   126.79   256.19     -       -        -0.12     0.03      -    99.85  4107.00
  78 SALTO OSORIO   92.87   373.96    389.50   123.57   237.41     -       -        -0.04     0.01      -    99.96   402.51
  82 SALTO CAXIAS   94.84   258.70    418.45   100.43   304.04     -       -        -0.12     0.10      -    99.98   272.70
  83 BAIXO IGUACU   85.72    28.48    421.82   124.53   292.62     -       -        -0.04     0.07      -    99.69    33.12
  86 BARRA GRANDE   73.50  1611.57     74.30    42.16   827.94     -       -        -0.11     0.07      -    37.21   815.81
  88 SAO ROQUE      66.13   303.49     80.78    17.38   212.58     -       -        -0.06     0.13      -    33.61   154.24
  89 GARIBALDI      56.94    36.44    247.91    42.52   222.42     -       -        -0.03     0.05      -    30.30    19.39
  90 CAMPOS NOVOS   74.36   116.75    274.65    46.71   285.61     -       -        -0.04     0.01      -    37.65    59.12
  91 MACHADINHO     99.33  1049.93   1254.98   103.45  1649.67     -       -        -0.07     0.04      -    52.21   551.82
  92 ITA            78.73   628.12   1801.90   136.61  1872.15     -       -        -0.18     0.22      -    52.79   421.21
  93 PASSO FUNDO    86.81  1218.83     13.22     8.71   330.76     -       -        -0.15     0.06      -    63.58   892.66
  94 MONJOLINHO     44.69     4.91    343.91    12.68   335.57     -       -        -0.01     0.01      -     5.21     0.57
  95 QUEBRA QUEIX   66.53    17.30     22.46     9.26    20.34     -       -         0.00     0.01      -    39.04    10.15
  97 CASTRO ALVES   98.50     4.92     50.89    13.49    37.30     -       -        -0.01     0.07      -    99.41     4.97
  98 MONTE CLARO    93.35     1.10     71.60    19.16    52.41     -       -         0.00     0.10      -    87.27     1.03
  99 14 DE JULHO    93.54     5.32     74.73    17.20    57.70     -       -        -0.01     0.04      -    89.72     5.11
 101 SAO JOSE       25.74     5.81     74.22    23.23    52.90     -       -        -0.03     0.10      -    16.96     3.83
 102 PASSO S JOAO   61.93    15.42     78.95    26.79    59.70     -       -        -0.02     0.01      -    31.69     7.89
 103 FOZ CHAPECO    24.08    17.89   2354.47   165.08  2203.89     -       -        -0.13     0.08      -     4.62     3.44
 107 EDGARD SOUZA   91.52     0.82     20.08     -       22.03     0.00    -         0.00    -1.99      -    96.08     0.86
 108 TRAICAO        50.53     0.45      0.32     -        0.47     -       -         0.00    -         0.00  34.01     0.31
 109 PEDREIRA       57.48     0.52      0.49     -        0.32     -       -         0.00    -         0.00  75.71     0.68
 110 ERNESTINA      77.63   184.75      7.08     -       64.27     -       -        -0.04     0.00      -    53.62   127.61
 111 PASSO REAL     87.42  2934.69    111.77    34.64    94.23     -       -        -0.30     0.04      -    86.92  2917.86
 112 JACUI          86.10    21.00    128.98    15.15   113.05     -       -        -0.01     0.00      -    89.31    21.78
 113 ITAUBA         91.78   145.20    131.46    52.36    71.67     -       -        -0.03     0.03      -    96.48   152.63
 114 D. FRANCISCA   92.55    57.90    127.60    30.83    94.35     -       -        -0.04     0.03      -    96.41    60.31
 115 G.P. SOUZA     91.77   143.16      3.37     0.32     0.04     -       -        -0.01     0.01      -    93.70   146.16
 117 GUARAPIRANGA   61.86   117.03      3.80     -        0.00     -       -         0.00     0.89      -    63.39   119.93
 118 BILLINGS       50.84   575.30      4.58     -        0.49    98.96    -        -0.01     0.68     0.00  42.39   479.76
 119 HENRY BORDEN     -        -       98.96     0.49    98.47     -       -         0.00    -          -      -        -  
 120 JAGUARI        89.77   711.91      3.97     2.34     0.00     -       -        -0.04     0.45      -    89.93   713.13
 121 PARAIBUNA      72.81  1919.16     10.02     3.85     0.00     -       -        -0.12     0.01      -    73.04  1925.44
 122 SANTA BRANCA   67.30   207.30      6.13     2.72     0.33     -       -        -0.02     0.00      -    68.31   210.39
 123 FUNIL          44.17   267.23     25.57    28.44     8.12     -       -        -0.02     0.54      -    42.27   255.73
 124 LAJES          59.63   265.57      1.85     -        1.79     1.77    -        -0.02     0.00      -    59.25   263.88
 125 STA CECILIA      -        -       41.83     -       28.22     -       -         0.00     0.05   -14.56    -        -  
 126 PICADA           -        -        3.28     3.07     0.20     -       -         0.00     0.01      -      -        -  
 127 SOBRAGI          -        -        5.31     4.87     0.36     -       -         0.00     0.07      -      -        -  
 129 SIMPLICIO        -        -       38.55    17.39    13.31     -       -         0.00     7.85      -      -        -  
 130 ILHA POMBOS      -        -       34.38    41.75     0.40     -       -         0.00    -7.77      -      -        -  
 131 NILO PECANHA     -        -        9.63     9.52     0.11     -       -         0.00     0.00      -      -        -  
 133 P. PASSOS        -        -       13.75    13.44     0.32     -       -         0.00     0.00      -      -        -  
 134 SALTO GRANDE     -        -        7.95     7.51     0.42     -       -         0.00     0.02      -      -        -  
 135 P. ESTRELA     62.04    20.47      7.84    11.05     0.26     -       -         0.00     0.00      -    51.54    17.01
 139 CANDONGA        0.31     0.01     16.76    16.19     0.35     -       -         0.00     0.06      -     6.48     0.17
 141 BAGUARI         0.28     0.02     25.32    24.40     0.44     -       -         0.00     0.17      -     4.83     0.32
 143 AIMORES         0.08     0.02     26.05    21.51     1.76     -       -        -0.01     0.10      -     9.40     2.72
 144 MASCARENHAS      -        -       24.61     9.23    15.34     -       -         0.00     0.04      -      -        -  
 146 FONTES C         -        -        1.79     1.19     0.12     -       -         0.00     0.48      -      -        -  
 147 FONTES AB        -        -        2.81     2.69     0.13     -       -         0.00    -          -      -        -  
 148 IRAPE          43.93  1623.73      1.56     1.93     0.09     -       -         0.06     0.01      -    43.92  1623.19
 153 SAO DOMINGOS   14.14     2.10     10.02     4.13     0.85     -       -         0.00     0.03      -    47.86     7.11
 154 ITAPEBI         0.93     0.63     12.96     7.00     0.17     -       -        -0.04     0.10      -     9.31     6.36
 155 RETIRO BAIXO    4.07     1.66      5.62     6.07     0.37     -       -         0.00     0.10      -     1.82     0.74
 156 TRES MARIAS    51.40  7852.32     34.81    34.14     0.29     -       -         0.51     0.25      -    51.39  7851.93
 162 QUEIMADO       29.78   137.51      0.60     0.62     0.14     -       -         0.02     0.02      -    29.74   137.32
 169 SOBRADINHO     56.98 16336.82     78.19   242.15   306.19     -       -        24.56     1.71      -    55.25 15840.80
 172 ITAPARICA      42.45  1506.16    130.77   205.23   193.40     -       -         5.60     5.37      -    34.60  1227.52
 173 MOXOTO           -        -      441.36    84.05    35.12   321.53    -         0.48     0.18      -      -        -  
 174 P.AFONSO 123     -        -      119.17   104.64    14.49     -       -         0.03     0.01      -      -        -  
 175 P.AFONSO 4       -        -      321.53   166.65   154.26     -       -         0.62    -          -      -        -  
 178 XINGO          65.25    40.46    488.16   256.13   271.96     -       -         0.47     0.03      -     0.04     0.03
 180 TOCOS          68.76     0.76      1.21     -        0.00     1.33    -         0.00     0.00      -    57.48     0.64
 181 SANTANA         3.85     0.30     14.08     -        2.41     -       -         0.00     0.00     0.05  15.84     1.22
 182 VIGARIO         0.93     0.10     10.74     -        9.63     1.05    -         0.00     0.00    14.51   1.56     0.17
 185 BARRA BRAUNA   26.55     4.62      9.68    10.89     0.33     -       -         0.00     0.14      -    16.85     2.93
 189 P. CAVALO      68.77   647.81      0.17     0.23     0.03     -       -        -0.07     0.36      -    68.73   647.43
 190 B. ESPERANCA   30.58   584.60     19.35    20.42     0.32     -       -         0.56     0.09      -    30.47   582.57
 192 GUILMAN-AMOR     -        -        5.10     4.83     0.21     -       -         0.00     0.05      -      -        -  
 193 SA CARVALHO      -        -        4.84     4.69     0.16     -       -         0.00     0.00      -      -        -  
 195 JAURU            -        -        5.88     5.64     0.23     -       -         0.00     0.01      -      -        -  
 196 GUAPORE          -        -        2.85     2.51     0.34     -       -         0.00     0.00      -      -        -  
 203 CORUMBA III    17.77    46.73     38.34    23.44    37.96     -       -         0.04     0.01      -     8.99    23.64
 204 CACH.CALDEIR     -        -        8.55     8.23     0.28     -       -         0.05    -          -      -        -  
 215 SALTO PILAO    94.08     0.13     43.37     8.99    34.40     -       -         0.00     0.02      -    66.40     0.09
 217 ROSAL            -        -        2.42     2.15     0.26     -       -         0.00     0.01      -      -        -  
 227 SINOP          13.96   287.31     39.92    99.71    68.38     -       -         0.35     0.31      -     7.70   158.48
 228 COLIDER          -        -      171.81   103.25    68.40     -       -         0.16     0.00      -      -        -  
 229 TELES PIRES      -        -       79.66    78.31     0.26     -       -         0.18     0.92      -      -        -  
 230 SAO MANOEL       -        -       78.29    78.69     0.43     -       -         0.09    -0.91      -      -        -  
 241 SLT VERDINHO     -        -       15.52    15.23     0.29     -       -         0.01     0.00      -      -        -  
 249 OURINHOS         -        -      172.54    43.27   129.27     -       -         0.00     0.00      -      -        -  
 251 SERRA MESA     67.14 29036.07     98.50    36.24     0.00     -       -         2.11     0.22      -    67.27 29095.99
 252 CANA BRAVA     92.32   360.98     40.62    86.77     3.46     -       -         0.22     0.01      -    79.58   311.15
 253 SAO SALVADOR   66.25    39.17     92.30   100.51     9.05     -       -         0.16     0.01      -    36.76    21.74
 257 PEIXE ANGIC    31.81   168.06    125.10   150.68    75.51     -       -         0.36     0.15      -    12.58    66.48
 261 LAJEADO         0.07     0.34    182.93   177.56     2.63     -       -         0.54     0.18      -     0.49     2.36
 262 SALTO            -        -       15.03    14.76     0.25     -       -         0.01     0.02      -      -        -  
 267 ESTREITO TOC   87.48  2091.44    194.03   189.94     3.22     -       -         0.81     0.12      -    87.47  2091.38
 272 CURUA-UNA      16.19    75.94     10.45    20.16    28.05     -       -         0.08     0.01      -     8.12    38.09
 275 TUCURUI        17.11  6670.15    295.70   358.52  1537.83     -       -         1.77     1.47      -    13.00  5066.44
 276 RONDON II      34.73    99.38      7.00    12.35     0.00     -       -        -0.01     0.03      -    32.86    94.01
 277 BALBINA        28.90  2974.57     55.99    37.16     0.46     -       -         1.21     0.00      -    29.06  2991.73
 278 MANSO          50.86  1500.90      4.92    29.48     8.62     -       -         0.24     0.02      -    49.73  1467.46
 279 SAMUEL          0.55    13.92      8.12    15.18     0.24     -       -        -0.09     0.03      -     0.26     6.67
 280 COARACY NUNE   15.23    17.39      8.44    11.44     8.21     -       -         0.02    -          -     5.40     6.17
 281 PONTE PEDRA      -        -        7.00     6.08     0.92     -       -        -0.01     0.01      -      -        -  
 283 STA CLARA MG     -        -        0.69     0.57     0.08     -       -         0.00     0.05      -      -        -  
 284 FERREIRA GOM     -        -       20.29    19.96     0.32     -       -         0.02     0.00      -      -        -  
 285 JIRAU           7.84   117.36    817.52   704.63     2.15     -       -        -0.30     5.31      -    14.91   223.11
 286 STO ANT JARI    0.04     0.01     13.56     9.28     4.04     -       -         0.02     0.08      -     0.57     0.16
 287 STO ANTONIO     0.08     0.16    592.79   587.78     5.67     -       -        -0.59     0.00      -     0.04     0.09
 288 BELO MONTE       -        -        1.02     0.00     0.00     -       -         0.46     0.56      -      -        -  
 290 ESPORA         52.06    71.84      5.62     4.69    36.30     -       -         0.02     0.01      -    26.41    36.44
 304 ITIQUIRA I       -        -        5.36     5.15     0.19     -       -         0.00     0.02      -      -        -  
 305 ITIQUIRA II      -        -        5.34     5.22     0.12     -       -         0.00    -          -      -        -  
 310 DARDANELOS       -        -        5.18     3.22     1.94     -       -         0.00     0.02      -      -        -  
 311 CACU           64.06    20.30     17.54    20.94     6.28     -       -         0.00     0.03      -    33.40    10.58
 312 B. COQUEIROS   68.22    32.61     27.95    20.94    23.20     -       -         0.01     0.00      -    34.33    16.41
 314 PIMENTAL        6.18     6.59     77.33    68.64     0.48     1.02    -         0.00    -          -    12.92    13.78
 315 FOZ R. CLARO     -        -       45.56    10.60    34.97     -       -         0.00     0.00      -      -        -  

2 - AFLUENCIAS E DEFLUENCIAS POR USINA (m3/s):

 IND     NOME         VAZ.      VAZ.      VAZ.      VAZ.      VAZ.       VAZ.     VAZ.       DEF.      DEF      TURB.
                      AFLU      TURB      VERT      DESV      DESC       ALTE     BOMB       MIN       MAX       MAX
----------------------------------------------------------------------------------------------------------------------
   1 CAMARGOS           82.    195.98      799.       -         -        0.20       -        0.00      0.00    200.11
   2 ITUTINGA          995.    236.67      758.       -         -        0.00       -        0.00      0.00    241.00
   4 FUNIL-GRANDE     1105.    401.03      704.       -         -        0.60       -        0.00      0.00    474.75
   6 FURNAS           1257.    796.92       21.       -         -        3.00       -        0.00      0.00   1506.00
   7 M. DE MORAES      915.   1136.77     3208.       -         -        0.60       -        0.00      0.00   1140.03
   8 ESTREITO         4367.   1651.14     2709.       -         -        0.10       -        0.00      0.00   1696.51
   9 JAGUARA          4350.   1072.17     3218.       -         -        0.00       -        0.00      0.00   1076.00
  10 IGARAPAVA        4314.   1479.40     2834.       -         -        0.10       -        0.00      0.00   1485.00
  11 VOLTA GRANDE     4370.   1182.41     3247.       -         -        0.20       -        0.00      0.00   1189.07
  12 P. COLOMBIA      4571.   1386.20     3350.       -         -        1.40       -        0.00      0.00   1394.39
  14 CACONDE            93.     83.26        0.       -         -        0.40       -        0.00      0.00     87.01
  15 E. DA CUNHA       143.    138.09        4.       -         -        0.30       -        0.00      0.00    142.20
  16 A.S.OLIVEIRA      141.    135.71        5.       -         -        0.00       -        0.00      0.00    172.00
  17 MARIMBONDO       5217.   2461.97     3034.       -         -        6.30       -        0.00      0.00   2467.44
  18 A. VERMELHA      5694.   2849.95    13953.       -         -        2.60       -        0.00      0.00   2856.47
  20 BATALHA            11.    137.35     1092.       -         -        0.10       -        0.00      0.00    141.45
  21 SERRA FACAO      1236.    309.59      184.       -         -        0.10       -        0.00      0.00    313.22
  24 EMBORCACAO        543.    521.15       11.       -         -        1.00       -        0.00      0.00   1009.20
  25 NOVA PONTE        272.    285.76       14.       -         -        0.70       -        0.00      0.00    591.00
  26 MIRANDA           315.    605.25       39.       -         -        0.10       -        0.00      0.00    696.00
  27 CAPIM BRANC1      647.    481.48      157.       -         -        0.00       -        0.00      0.00    486.00
  28 CAPIM BRANC2      641.    356.72      284.       -         -        0.00       -        0.00      0.00    358.83
  29 CORUMBA IV         76.    229.34      208.       -         -        0.60       -        0.00      0.00    234.00
  30 CORUMBA I         771.    337.81       14.       -         -        0.70       -        0.00      0.00    541.09
  31 ITUMBIARA        1684.   2587.39       50.       -         -        1.90       -        0.00      0.00   2792.50
  32 CACH.DOURADA     2687.   2533.29      153.       -         -        0.30       -        0.00      0.00   2560.47
  33 SAO SIMAO        3912.   1548.37       35.       -         -        5.70       -        0.00      0.00   2184.35
  34 I. SOLTEIRA     20177.   8621.30      773.      0.00       -        1.90       -        0.00      0.00   9427.25
  37 BARRA BONITA      583.    536.44      761.       -         -       48.10       -        0.00      0.00    540.47
  38 A.S. LIMA        1378.    758.17      625.       -         -        1.40       -        0.00      0.00    763.20
  39 IBITINGA         1546.    720.16      858.       -         -        1.70       -        0.00      0.00    731.12
  40 PROMISSAO        1718.    863.01      534.       -         -        0.90       -        0.00      0.00    868.60
  42 NAVANHANDAVA     1450.   1363.26      576.       -         -        0.40       -        0.00      0.00   1389.00
  43 TRES IRMAOS      1957.   1548.72       88.    210.23       -        1.00       -        0.00      0.00   2200.00
  45 JUPIA           11304.   5938.21     4983.       -         -        1.60       -        0.00      0.00   7579.89
  46 P. PRIMAVERA    10786.   8958.69       66.       -         -        7.30       -        0.00      0.00   8963.43
  47 A.A. LAYDNER      229.    366.03        0.       -         -        1.00       -        0.00      0.00    368.00
  48 PIRAJU            374.    346.23       28.       -         -        0.00       -        0.00      0.00    354.00
  49 CHAVANTES         544.    622.49     1370.       -         -        0.60       -        0.00      0.00    625.37
  50 L.N. GARCEZ      2114.    555.66     1558.       -         -        0.90       -        0.00      0.00    558.27
  51 CANOAS II        2121.    524.55     1596.       -         -        0.10       -        0.00      0.00    527.55
  52 CANOAS I         2139.    360.48     1779.       -         -        0.20       -        0.00      0.00    363.34
  57 MAUA              704.    324.79     2883.       -         -        0.80       -        0.00      0.00    329.84
  61 CAPIVARA         5764.   1384.67    14027.       -         -        2.70       -        0.00      0.00   1387.05
  62 TAQUARUCU       15105.   2440.39    12530.       -         -        0.30       -        0.00      0.00   2443.84
  63 ROSANA          14686.   2363.46    12591.       -         -        1.90       -        0.00      0.00   2365.92
  66 ITAIPU          12720.  12597.74        3.       -         -       11.30       -        0.00      0.00  13142.06
  71 STA CLARA PR      322.    146.21      391.       -         -        0.40       -        0.00      0.00    158.00
  72 FUNDAO            551.    138.80      412.       -         -        0.00       -        0.00      0.00    150.00
  73 JORDAO            608.       -        472.    117.62       -        0.00       -        0.00      0.00       -  
  74 G.B. MUNHOZ      1586.    580.46     2832.       -         -        6.20       -        0.00      0.00   1016.31
  76 SEGREDO          3817.    724.91     2962.       -         -        0.10       -        0.00      0.00   1231.21
  77 SLT.SANTIAGO     4438.   1467.47     2965.       -         -        0.30       -        0.00      0.00   1536.44
  78 SALTO OSORIO     4508.   1430.16     2748.       -         -        0.10       -        0.00      0.00   1823.70
  82 SALTO CAXIAS     4843.   1162.42     3519.       -         -        1.10       -        0.00      0.00   1619.02
  83 BAIXO IGUACU     4882.   1441.32     3387.       -         -        0.80       -        0.00      0.00   2480.50
  86 BARRA GRANDE      860.    487.99     9583.       -         -        0.80       -        0.00      0.00    490.76
  88 SAO ROQUE         935.    201.18     2460.       -         -        1.50       -        0.00      0.00    209.97
  89 GARIBALDI        2869.    492.18     2574.       -         -        0.60       -        0.00      0.00    501.34
  90 CAMPOS NOVOS     3179.    540.61     3306.       -         -        0.10       -        0.00      0.00    543.44
  91 MACHADINHO      14525.   1197.29    19093.       -         -        0.50       -        0.00      0.00   1203.69
  92 ITA             20855.   1581.19    21668.       -         -        2.60       -        0.00      0.00   1589.65
  93 PASSO FUNDO       153.    100.85     3828.       -         -        0.70       -        0.00      0.00    104.00
  94 MONJOLINHO       3980.    146.75     3884.       -         -        0.10       -        0.00      0.00    153.41
  95 QUEBRA QUEIX      260.    107.18      235.       -         -        0.10       -        0.00      0.00    116.86
  97 CASTRO ALVES      589.    156.08      432.       -         -        0.80       -        0.00      0.00    157.02
  98 MONTE CLARO       829.    221.71      607.       -         -        1.20       -        0.00      0.00    376.00
  99 14 DE JULHO       865.    199.12      668.       -         -        0.50       -        0.00      0.00    346.00
 101 SAO JOSE          859.    268.87      612.       -         -        1.10       -        0.00      0.00    282.00
 102 PASSO S JOAO      914.    310.07      691.       -         -        0.10       -        0.00      0.00    332.00
 103 FOZ CHAPECO     27251.   1910.65    25508.       -         -        0.90       -        0.00      0.00   1931.58
 107 EDGARD SOUZA      232.       -        255.      0.00       -      -23.00       -        0.00      0.00       -  
 108 TRAICAO             4.       -          5.       -         -         -        0.00      0.00      0.00       -  
 109 PEDREIRA            6.       -          4.       -         -         -        0.00      0.00      0.00       -  
 110 ERNESTINA          82.       -        744.       -         -        0.00       -        0.00      0.00       -  
 111 PASSO REAL       1294.    400.88     1091.       -         -        0.50       -        0.00      0.00    474.00
 112 JACUI            1493.    175.37     1308.       -         -        0.00       -        0.00      0.00    234.00
 113 ITAUBA           1522.    606.01      830.       -         -        0.30       -        0.00      0.00    610.42
 114 D. FRANCISCA     1477.    356.85     1092.       -         -        0.40       -        0.00      0.00    360.34
 115 G.P. SOUZA         39.      3.74        0.       -         -        0.10       -        0.00      0.00     30.32
 117 GUARAPIRANGA       44.       -          0.       -         -       10.30       -        0.00      0.00       -  
 118 BILLINGS           53.       -          6.   1145.36       -        7.90      0.00      0.00      0.00       -  
 119 HENRY BORDEN     1145.      5.70     1140.       -         -         -         -        0.00      0.00    136.39
 120 JAGUARI            46.     27.07        0.       -         -        5.23       -        0.00      0.00     36.37
 121 PARAIBUNA         116.     44.58        0.       -         -        0.10       -        0.00      0.00    128.00
 122 SANTA BRANCA       71.     31.52        4.       -         -        0.00       -        0.00      0.00    136.28
 123 FUNIL             296.    329.19       94.       -         -        6.20       -        0.00      0.00    331.54
 124 LAJES              21.       -         21.     20.47       -        0.00       -        0.00      0.00       -  
 125 STA CECILIA       484.       -        327.       -         -        0.60   -168.54      0.00      0.00       -  
 126 PICADA             38.     35.58        2.       -         -        0.10       -        0.00      0.00     43.91
 127 SOBRAGI            61.     56.42        4.       -         -        0.80       -        0.00      0.00     87.00
 129 SIMPLICIO         446.    201.29      154.       -         -       90.90       -        0.00      0.00    204.19
 130 ILHA POMBOS       398.    483.23        5.       -         -      -89.90       -        0.00      0.00    662.00
 131 NILO PECANHA      111.    110.21        1.       -         -        0.00       -        0.00      0.00    113.72
 133 P. PASSOS         159.    155.51        4.       -         -        0.00       -        0.00      0.00    308.76
 134 SALTO GRANDE       92.     86.87        5.       -         -        0.20       -        0.00      0.00    128.00
 135 P. ESTRELA         91.    127.84        3.       -         -        0.00       -        0.00      0.00    246.81
 139 CANDONGA          194.    187.36        4.       -         -        0.70       -        0.00      0.00    261.06
 141 BAGUARI           293.    282.39        5.       -         -        2.00       -        0.00      0.00    896.00
 143 AIMORES           302.    248.97       20.       -         -        1.10       -        0.00      0.00   1325.29
 144 MASCARENHAS       285.    106.83      178.       -         -        0.50       -        0.00      0.00   1212.00
 146 FONTES C           21.     13.79        1.       -         -        5.50       -        0.00      0.00     16.00
 147 FONTES AB          33.     31.09        1.       -         -         -         -        0.00      0.00     33.54
 148 IRAPE              18.     22.37        1.       -         -        0.10       -        0.00      0.00    271.78
 153 SAO DOMINGOS      116.     47.80       10.       -         -        0.40       -        0.00      0.00    161.99
 154 ITAPEBI           150.     81.00        2.       -         -        1.20       -        0.00      0.00    681.00
 155 RETIRO BAIXO       65.     70.22        4.       -         -        1.10       -        0.00      0.00    255.27
 156 TRES MARIAS       403.    395.12        3.       -         -        2.90       -        0.00      0.00    897.86
 162 QUEIMADO            7.      7.17        2.       -         -        0.20       -        0.00      0.00     23.84
 169 SOBRADINHO        905.   2802.61     3544.       -         -       19.80       -        0.00      0.00   2814.98
 172 ITAPARICA        1514.   2375.35     2238.       -         -       62.20       -        0.00      0.00   3271.49
 173 MOXOTO           5108.    972.83      406.   3721.41       -        2.10       -        0.00      0.00   1123.56
 174 P.AFONSO 123     1379.   1211.14      168.       -         -        0.10       -        0.00      0.00   1357.99
 175 P.AFONSO 4       3721.   1928.85     1785.       -         -         -         -        0.00      0.00   2002.88
 178 XINGO            5650.   2964.48     3148.       -         -        0.30       -        0.00      0.00   3012.00
 180 TOCOS              14.       -          0.     15.44       -        0.00       -        0.00      0.00       -  
 181 SANTANA           163.       -         28.       -         -        0.00      0.61      0.00      0.00       -  
 182 VIGARIO           124.       -        111.     12.10       -        0.00    167.93      0.00      0.00       -  
 185 BARRA BRAUNA      112.    126.02        4.       -         -        1.60       -        0.00      0.00    192.00
 189 P. CAVALO           2.      2.61        0.       -         -        4.20       -        0.00      0.00    180.00
 190 B. ESPERANCA      224.    236.35        4.       -         -        1.00       -        0.00      0.00    450.67
 192 GUILMAN-AMOR       59.     55.93        2.       -         -        0.60       -        0.00      0.00    135.62
 193 SA CARVALHO        56.     54.25        2.       -         -        0.00       -        0.00      0.00     83.00
 195 JAURU              68.     65.26        3.       -         -        0.10       -        0.00      0.00    129.00
 196 GUAPORE            33.     29.00        4.       -         -        0.00       -        0.00      0.00     81.00
 203 CORUMBA III       444.    271.25      439.       -         -        0.10       -        0.00      0.00    276.42
 204 CACH.CALDEIR       99.     95.23        3.       -         -         -         -        0.00      0.00   1109.40
 215 SALTO PILAO       502.    104.08      398.       -         -        0.20       -        0.00      0.00    110.00
 217 ROSAL              28.     24.86        3.       -         -        0.10       -        0.00      0.00     34.00
 227 SINOP             462.   1154.11      791.       -         -        3.60       -        0.00      0.00   1483.46
 228 COLIDER          1989.   1195.07      792.       -         -        0.00       -        0.00      0.00   1199.03
 229 TELES PIRES       922.    906.33        3.       -         -       10.60       -        0.00      0.00   3860.00
 230 SAO MANOEL        906.    910.76        5.       -         -      -10.50       -        0.00      0.00   2881.50
 241 SLT VERDINHO      180.    176.24        3.       -         -        0.00       -        0.00      0.00    270.00
 249 OURINHOS         1997.    500.81     1496.       -         -        0.00       -        0.00      0.00    507.00
 251 SERRA MESA       1140.    419.42        0.       -         -        2.60       -        0.00      0.00   1194.33
 252 CANA BRAVA        470.   1004.29       40.       -         -        0.10       -        0.00      0.00   1161.69
 253 SAO SALVADOR     1068.   1163.35      105.       -         -        0.10       -        0.00      0.00   1179.84
 257 PEIXE ANGIC      1448.   1743.97      874.       -         -        1.70       -        0.00      0.00   2064.92
 261 LAJEADO          2117.   2055.07       30.       -         -        2.10       -        0.00      0.00   3445.00
 262 SALTO             174.    170.82        3.       -         -        0.20       -        0.00      0.00    260.00
 267 ESTREITO TOC     2246.   2198.41       37.       -         -        1.40       -        0.00      0.00   6320.00
 272 CURUA-UNA         121.    233.36      325.       -         -        0.10       -        0.00      0.00    241.03
 275 TUCURUI          3422.   4149.59    17799.       -         -       17.00       -        0.00      0.00   4151.34
 276 RONDON II          81.    142.93        0.       -         -        0.30       -        0.00      0.00    147.00
 277 BALBINA           648.    430.07        5.       -         -        0.00       -        0.00      0.00   1285.00
 278 MANSO              57.    341.26      100.       -         -        0.20       -        0.00      0.00    347.97
 279 SAMUEL             94.    175.71        3.       -         -        0.40       -        0.00      0.00    668.27
 280 COARACY NUNE       98.    132.43       95.       -         -         -         -        0.00      0.00    370.42
 281 PONTE PEDRA        81.     70.37       11.       -         -        0.10       -        0.00      0.00     78.00
 283 STA CLARA MG        8.      6.55        1.       -         -        0.60       -        0.00      0.00    132.00
 284 FERREIRA GOM      235.    231.03        4.       -         -        0.00       -        0.00      0.00   1737.00
 285 JIRAU            9462.   8155.40       25.       -         -       61.50       -        0.00      0.00   9910.54
 286 STO ANT JARI      157.    107.40       47.       -         -        0.90       -        0.00      0.00   1660.72
 287 STO ANTONIO      6861.   6803.01       66.       -         -        0.00       -        0.00      0.00  13910.70
 288 BELO MONTE         12.      0.00        0.       -         -        6.50       -        0.00      0.00  13376.48
 290 ESPORA             65.     54.25      420.       -         -        0.10       -        0.00      0.00     57.51
 304 ITIQUIRA I         62.     59.61        2.       -         -        0.20       -        0.00      0.00     80.00
 305 ITIQUIRA II        62.     60.40        1.       -         -         -         -        0.00      0.00     80.00
 310 DARDANELOS         60.     37.29       23.       -         -        0.20       -        0.00      0.00    173.14
