***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________


 
Relatorio dos Contratos de importacao/exportacao de energia e  
 
-----;--------;-----;--------------;----;----;-----------;
   7 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    110.17 ;
   7 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    110.17 ;
   7 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    110.17 ;
   7 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    110.17 ;
   7 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
   7 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
   7 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
   7 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
   7 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    111.45 ;
   7 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    111.45 ;
   7 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    111.45 ;
   7 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    111.45 ;
   7 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
   7 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
   7 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
   7 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    253.86 ;
   8 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    253.86 ;
   8 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    419.57 ;
   8 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    419.57 ;
   8 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    419.57 ;
   8 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    419.57 ;
   8 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
   8 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
   8 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
   8 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
   8 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
   8 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
   8 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
   8 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
   8 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   3150.00 ;
   8 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   3150.00 ;
   8 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   1326.78 ;
   8 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   1326.78 ;
   8 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    110.33 ;
   8 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    110.33 ;
   8 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    110.33 ;
   8 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    110.33 ;
   8 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    111.60 ;
   8 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    111.60 ;
   8 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    111.60 ;
   8 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    111.60 ;
   8 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    251.40 ;
   9 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    251.40 ;
   9 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    393.64 ;
   9 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    393.64 ;
   9 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    393.64 ;
   9 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    393.64 ;
   9 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
   9 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
   9 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
   9 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
   9 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
   9 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
   9 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
   9 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
   9 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   3150.00 ;
   9 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   3150.00 ;
   9 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   1326.42 ;
   9 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   1326.42 ;
   9 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    110.65 ;
   9 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    110.65 ;
   9 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    110.65 ;
   9 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    110.65 ;
   9 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    111.90 ;
   9 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    111.90 ;
   9 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    111.90 ;
   9 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    111.90 ;
   9 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    245.51 ;
  10 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    245.51 ;
  10 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    396.39 ;
  10 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    396.39 ;
  10 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    396.39 ;
  10 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    396.39 ;
  10 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
  10 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
  10 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  10 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
  10 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
  10 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
  10 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
  10 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
  10 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   1326.28 ;
  10 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   1326.28 ;
  10 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   3150.00 ;
  10 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   3150.00 ;
  10 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    113.78 ;
  10 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    113.78 ;
  10 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    113.78 ;
  10 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    113.78 ;
  10 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    113.57 ;
  10 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    113.57 ;
  10 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    113.57 ;
  10 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    113.57 ;
  10 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    244.14 ;
  11 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    244.14 ;
  11 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    371.59 ;
  11 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    371.59 ;
  11 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    371.59 ;
  11 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    371.59 ;
  11 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
  11 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
  11 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  11 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
  11 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
  11 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
  11 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
  11 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
  11 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   3150.00 ;
  11 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   3150.00 ;
  11 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   1325.87 ;
  11 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   1325.87 ;
  11 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    111.82 ;
  11 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    111.82 ;
  11 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    111.82 ;
  11 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    111.82 ;
  11 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    113.20 ;
  11 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    113.20 ;
  11 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    113.20 ;
  11 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    113.20 ;
  11 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    240.08 ;
  12 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    240.08 ;
  12 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    336.33 ;
  12 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    336.33 ;
  12 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    336.33 ;
  12 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    336.33 ;
  12 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
  12 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
  12 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  12 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
  12 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
  12 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
  12 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
  12 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
  12 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   3150.00 ;
  12 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   3150.00 ;
  12 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   1325.27 ;
  12 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   1325.27 ;
  12 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    114.44 ;
  12 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    114.44 ;
  12 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    114.44 ;
  12 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    114.44 ;
  12 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    115.55 ;
  12 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    115.55 ;
  12 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    115.55 ;
  12 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    115.55 ;
  12 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    224.13 ;
  13 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    224.13 ;
  13 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    199.53 ;
  13 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    199.53 ;
  13 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    199.53 ;
  13 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    199.53 ;
  13 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
  13 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
  13 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  13 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
  13 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    150.00 ;
  13 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    150.00 ;
  13 ;   LEVE ; 312 ;   FUTDCS-I-F ; CE ; SE ;    200.00 ;
  13 ;   LEVE ; 302 ;   FUTDCE-E-F ; CI ; SE ;    200.00 ;
  13 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;   1324.95 ;
  13 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;   1324.95 ;
  13 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;   3150.00 ;
  13 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;   3150.00 ;
  13 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    120.59 ;
  13 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    120.59 ;
  13 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    120.59 ;
  13 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    120.59 ;
  13 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    120.62 ;
  13 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    120.62 ;
  13 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    120.62 ;
  13 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    120.62 ;
  13 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  14 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    217.43 ;
  14 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    217.43 ;
  14 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    223.17 ;
  14 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    223.17 ;
  14 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    223.17 ;
  14 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    223.17 ;
  14 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    230.00 ;
  14 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;     11.00 ;
  14 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  14 ;   LEVE ;  60 ;   NFLU-E     ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 171 ;   NFUTNF-I   ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 172 ;   NFUNF2-I   ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 173 ;   NFUNF3-I   ; CI ; SE ;      0.00 ;
  14 ;   LEVE ; 174 ;   NFUNF4-I   ; CI ; SE ;      0.00 ;
